antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
frozenset({6}),frozenset({296}),0.2067775247425486,0.5989200647388246,0.16436786548074306,0.7949019879476344,1.327225509291082,0.04052465697540193,1.9555525246084382
frozenset({6}),frozenset({318}),0.2067775247425486,0.6026583021813546,0.1545997507841705,0.7476622567015307,1.2406072462543474,0.029983558793563098,1.5746423528432012
frozenset({11}),frozenset({150}),0.13219897162663458,0.3605608788438677,0.08361620762256693,0.6325027085590467,1.7542189008057552,0.03595043023061203,1.7399832217780373
frozenset({11}),frozenset({318}),0.13219897162663458,0.6026583021813546,0.0932554175797419,0.7054171180931744,1.1705092513284536,0.01358460978911323,1.3488281981853978
frozenset({16}),frozenset({296}),0.1679055844397657,0.5989200647388246,0.14215328205789254,0.8466262901987545,1.4135881230961078,0.04159125855521789,2.6150501007045355
frozenset({16}),frozenset({318}),0.1679055844397657,0.6026583021813546,0.13176928916197597,0.7847820523756718,1.302200682434989,0.030579594716738698,1.846229379123258
frozenset({16}),frozenset({527}),0.1679055844397657,0.4823185665792979,0.1042266431773586,0.6207455429497568,1.2870032090039814,0.023242662369711536,1.364997625728945
frozenset({16}),frozenset({608}),0.1679055844397657,0.42146120683481575,0.10674744697002249,0.6357587648212915,1.5084633045965388,0.03598175671773378,1.5883396422190759
frozenset({16}),frozenset({858}),0.1679055844397657,0.4215041750812816,0.10763545739698363,0.6410475134351274,1.520856853461795,0.03686255253615972,1.6116222803046898
frozenset({16}),frozenset({1213}),0.1679055844397657,0.3066500522780332,0.10949741474383763,0.6521368250447837,2.1266483413265647,0.058009158497609764,1.9931685721296257
frozenset({21}),frozenset({296}),0.16386656927197468,0.5989200647388246,0.12864692991879,0.7850712350319028,1.3108113774319023,0.030503953641889833,1.866106360033797
frozenset({21}),frozenset({318}),0.16386656927197468,0.6026583021813546,0.11516922327733138,0.7028231797919762,1.1662050904269787,0.016413674855599775,1.3370548131597415
frozenset({21}),frozenset({608}),0.16386656927197468,0.42146120683481575,0.09888425786676978,0.6034437549165282,1.43178955768766,0.0298208558215224,1.4589072807147612
frozenset({25}),frozenset({296}),0.15339663988312638,0.5989200647388246,0.12191523797247168,0.7947712418300653,1.3270072061730758,0.03004291248295146,1.954306690922287
frozenset({25}),frozenset({318}),0.15339663988312638,0.6026583021813546,0.11231899626176256,0.7322128851540616,1.2149718712971795,0.01987323770947294,1.4837969259545645
frozenset({25}),frozenset({527}),0.15339663988312638,0.4823185665792979,0.0983543161603575,0.6411764705882353,1.3293630289532294,0.024368268693847228,1.4427187488773665
frozenset({25}),frozenset({608}),0.15339663988312638,0.42146120683481575,0.10544407682722468,0.6873949579831932,1.6309803769261388,0.040793343857676606,1.8507020534047551
frozenset({62}),frozenset({318}),0.12137097351723743,0.6026583021813546,0.08824245549205803,0.7270474392258673,1.206400769049857,0.015097230658061567,1.4557170546109817
frozenset({141}),frozenset({296}),0.12969249058279264,0.5989200647388246,0.08292871567911314,0.639425731639978,1.0676311736505553,0.005253280823127565,1.1123365432741021
frozenset({141}),frozenset({318}),0.12969249058279264,0.6026583021813546,0.0880705825061946,0.6790723357261182,1.126794957056393,0.009910326325897459,1.2381036041802598
frozenset({161}),frozenset({150}),0.15372606310603132,0.3605608788438677,0.10394018820091952,0.6761390105282772,1.8752422966582103,0.048512583786201,1.9744246511417625
frozenset({150}),frozenset({296}),0.3605608788438677,0.5989200647388246,0.2361391598275541,0.6549217446571859,1.0935044310842754,0.02019201492809733,1.1622868988448056
frozenset({150}),frozenset({318}),0.3605608788438677,0.6026583021813546,0.2667755195577135,0.7398903630730118,1.2277112260711223,0.04948051248065108,1.5275931430798073
frozenset({440}),frozenset({150}),0.13546455835804008,0.3605608788438677,0.0842750540683768,0.6221188411926412,1.7254196938598956,0.035431833854605466,1.6921698958854783
frozenset({454}),frozenset({150}),0.14345665220069034,0.3605608788438677,0.09183746544636846,0.6401757188498403,1.7754996629211486,0.04011260885288848,1.7770871913151558
frozenset({508}),frozenset({150}),0.1797361749666996,0.3605608788438677,0.10860940431687649,0.6042712566738385,1.6759201902641905,0.04380357111084811,1.6158521005614788
frozenset({150}),frozenset({527}),0.3605608788438677,0.4823185665792979,0.21847921053008493,0.6059426392309525,1.2563120750843615,0.04457400428153874,1.3137210085617692
frozenset({161}),frozenset({296}),0.15372606310603132,0.5989200647388246,0.10129047966885804,0.6589024503866578,1.1001509035667225,0.009220856001349115,1.1758511185900555
frozenset({161}),frozenset({318}),0.15372606310603132,0.6026583021813546,0.11839184176227102,0.7701481412466226,1.2779184132352102,0.025747553569766407,1.7286860327067373
frozenset({161}),frozenset({527}),0.15372606310603132,0.4823185665792979,0.09432962374138845,0.6136215410416472,1.2722328841569939,0.02018468933820873,1.3398299553663842
frozenset({163}),frozenset({296}),0.10190635786820207,0.5989200647388246,0.08059410762113464,0.7908643710470835,1.3204840138257206,0.019560345169413226,1.9177982119511163
frozenset({165}),frozenset({296}),0.20248070009596242,0.5989200647388246,0.142640255517839,0.7044634646671855,1.1762228486607573,0.02137050150800264,1.3571247115335656
frozenset({165}),frozenset({318}),0.20248070009596242,0.6026583021813546,0.14424440338589783,0.7123859376105256,1.182072718540516,0.022217728441573076,1.3815099808318225
frozenset({1370}),frozenset({165}),0.12525243844798695,0.20248070009596242,0.08202638250333004,0.6548885077186963,3.234325579713635,0.0566651810776552,2.3109033391851583
frozenset({223}),frozenset({296}),0.22649994987037914,0.5989200647388246,0.1841475816038614,0.8130137852535727,1.3574662682374976,0.0484922169641534,2.144970610828618
frozenset({223}),frozenset({318}),0.22649994987037914,0.6026583021813546,0.16269210386857447,0.7182875932717845,1.1918654246890872,0.026190028635529855,1.4104515396866573
frozenset({231}),frozenset({296}),0.14155172660737048,0.5989200647388246,0.10654692848651513,0.7527066680157848,1.2567731694613087,0.021768759222936404,1.621879296311865
frozenset({231}),frozenset({318}),0.14155172660737048,0.6026583021813546,0.1045990346467294,0.7389456642719823,1.226143673118462,0.019291711418692223,1.5220651161014238
frozenset({231}),frozenset({2959}),0.14155172660737048,0.4238817513857259,0.08638049814520403,0.610239805727006,1.4396463252594638,0.02637930435919837,1.478135163825252
frozenset({235}),frozenset({296}),0.13420415646170814,0.5989200647388246,0.10656125123533709,0.7940234791889008,1.3257586879063006,0.026183689159071502,1.9472119136773132
frozenset({235}),frozenset({318}),0.13420415646170814,0.6026583021813546,0.09176585170225869,0.683778014941302,1.1346031614703225,0.0108866026233648,1.2565277450424255
frozenset({235}),frozenset({608}),0.13420415646170814,0.42146120683481575,0.09147939672581962,0.6816435432230522,1.6173340088455883,0.034917550981219674,1.8172673456110542
frozenset({253}),frozenset({296}),0.18155516406708774,0.5989200647388246,0.13659605551497445,0.7523666771852321,1.2562054963266627,0.02785902489824632,1.6196525197103098
frozenset({253}),frozenset({318}),0.18155516406708774,0.6026583021813546,0.1281599564588436,0.7059009151151784,1.171312023015582,0.01874422952991521,1.351047039042154
frozenset({292}),frozenset({318}),0.125538893424426,0.6026583021813546,0.09079190478236583,0.723217341699943,1.2000454305237618,0.015134848413475233,1.4355729519292775
frozenset({293}),frozenset({296}),0.3054326186281671,0.5989200647388246,0.24719632191810254,0.8093317702227433,1.3513185112201482,0.06426659819597194,2.1035488488550333
frozenset({293}),frozenset({318}),0.3054326186281671,0.6026583021813546,0.22926424039301624,0.7506213364595545,1.2455172918760757,0.04519273701975984,1.593326759304741
frozenset({293}),frozenset({2959}),0.3054326186281671,0.4238817513857259,0.19582062189375385,0.6411254396248535,1.5125101222898343,0.06635330857931787,1.6053471385991631
frozenset({296}),frozenset({318}),0.5989200647388246,0.6026583021813546,0.4273048883541729,0.7134589630763344,1.183853205861316,0.06636073899632583,1.386683394757509
frozenset({318}),frozenset({296}),0.6026583021813546,0.5989200647388246,0.4273048883541729,0.7090334386957244,1.183853205861316,0.06636073899632583,1.3784399604659374
frozenset({364}),frozenset({296}),0.32773313854394936,0.5989200647388246,0.20415646170813104,0.6229350581242898,1.040097159536536,0.007870509154330685,1.0636892766163901
frozenset({380}),frozenset({296}),0.2523811569916498,0.5989200647388246,0.16554233088414327,0.6559219113557687,1.0951743813121393,0.014386191999844894,1.1656654361268632
frozenset({454}),frozenset({296}),0.14345665220069034,0.5989200647388246,0.09054841805239261,0.6311900958466454,1.053880364021354,0.004629350629140105,1.087497734590128
frozenset({508}),frozenset({296}),0.1797361749666996,0.5989200647388246,0.12636961285609935,0.7030839110686111,1.1739194467882954,0.01872201130913491,1.3508191378401746
frozenset({509}),frozenset({296}),0.12677064982311406,0.5989200647388246,0.09225282516220513,0.7277143825556434,1.2150442528135754,0.016327339363162788,1.4730118286293203
frozenset({527}),frozenset({296}),0.4823185665792979,0.5989200647388246,0.3359830418653948,0.6965998515219005,1.1630931947916485,0.0471127747449846,1.321950359197424
frozenset({541}),frozenset({296}),0.3370715707758633,0.5989200647388246,0.25134991907646914,0.7456870910172516,1.245052779025576,0.04947099208577177,1.5771119793544695
frozenset({586}),frozenset({296}),0.1478537360890302,0.5989200647388246,0.091049714261161,0.6158093577448416,1.0281995778741893,0.0024971450708419357,1.0439607089513647
frozenset({588}),frozenset({296}),0.3013649579627322,0.5989200647388246,0.18277259771695384,0.6064825816263485,1.0126269219095567,0.0022790775839010846,1.0192177436993224
frozenset({590}),frozenset({296}),0.28562425700740485,0.5989200647388246,0.18984803563499908,0.6646775649383212,1.1097934500293822,0.018781937137145488,1.1961022983368268
frozenset({592}),frozenset({296}),0.25368452713444767,0.5989200647388246,0.18174135980177317,0.716406955736224,1.1961645600379622,0.02980460638717164,1.4142798752430694
frozenset({608}),frozenset({296}),0.42146120683481575,0.5989200647388246,0.330640656554806,0.7845102970162442,1.309874794991801,0.07821908327239502,1.8612487265408215
frozenset({745}),frozenset({296}),0.12503759721565763,0.5989200647388246,0.08481931852361105,0.6783505154639174,1.1326227912563434,0.009931792704422293,1.2469472346260897
frozenset({750}),frozenset({296}),0.25765192855812885,0.5989200647388246,0.19255503516234837,0.7473456000889434,1.2478219450117165,0.03824212543023081,1.587464676658589
frozenset({858}),frozenset({296}),0.4215041750812816,0.5989200647388246,0.31388304043311993,0.7446736212579429,1.2433606170510885,0.06143573260575391,1.5708519317009757
frozenset({903}),frozenset({296}),0.16396682851372835,0.5989200647388246,0.11598561996018276,0.7073724668064292,1.181079927777838,0.017782596411720822,1.3706158504089365
frozenset({912}),frozenset({296}),0.2577951560463484,0.5989200647388246,0.17296151477391541,0.670926162564587,1.120226557874902,0.018562823225281022,1.2188144107320442
frozenset({923}),frozenset({296}),0.19047823658316504,0.5989200647388246,0.14024835646457268,0.7362959621024137,1.2293726750054625,0.026167118678846316,1.5209472651948588
frozenset({1073}),frozenset({296}),0.22468096076999097,0.5989200647388246,0.1456193872728054,0.6481162746222988,1.0821415290284648,0.011053451702861095,1.1398081421090687
frozenset({1090}),frozenset({296}),0.17553960956186712,0.5989200647388246,0.1390309228147066,0.7920202349869452,1.3224139273616207,0.03389672849168515,1.9284565267010456
frozenset({1213}),frozenset({296}),0.3066500522780332,0.5989200647388246,0.25712198685171656,0.8384866884633347,1.399997658834455,0.07346311768919295,2.4832624100467773
frozenset({1246}),frozenset({296}),0.23274466835675103,0.5989200647388246,0.16107363325169366,0.6920615384615384,1.1555157010198525,0.02167818141185207,1.3024678153465423
frozenset({1250}),frozenset({296}),0.13630960053853536,0.5989200647388246,0.09130752373995617,0.6698539455710832,1.1184363072945156,0.00966896896089324,1.214856061069575
frozenset({1252}),frozenset({296}),0.17157220813818588,0.5989200647388246,0.12801672897062405,0.7461390767175892,1.2458074468467897,0.025258690965118666,1.579919942286623
frozenset({1259}),frozenset({296}),0.23333190105845114,0.5989200647388246,0.1648548389406895,0.7065250751948929,1.1796650618192135,0.025107681653128905,1.3666582776280713
frozenset({1262}),frozenset({296}),0.1261977398702359,0.5989200647388246,0.08569300620175024,0.6790375666780162,1.1337699413595852,0.010110647668775216,1.2496164461054515
frozenset({1265}),frozenset({296}),0.3507784413984732,0.5989200647388246,0.24299975651327002,0.6927442734065575,1.1566556443699167,0.03291150968191245,1.3053619527550095
frozenset({1266}),frozenset({296}),0.15962703562067632,0.5989200647388246,0.12707142754837508,0.796052041274114,1.3291457210091202,0.03146759304037296,1.9665797969581171
frozenset({1278}),frozenset({296}),0.15929761239777138,0.5989200647388246,0.10418367493089274,0.6540190613199065,1.0919972460851004,0.008777138600879308,1.1592544282678774
frozenset({1358}),frozenset({296}),0.1330583365559518,0.5989200647388246,0.10010169151663588,0.7523143164693219,1.2561180711108568,0.0204103839725049,1.6193101254134374
frozenset({1370}),frozenset({296}),0.12525243844798695,0.5989200647388246,0.08520603274180381,0.6802744425385935,1.135835118222739,0.010189834197839823,1.254450655886616
frozenset({1374}),frozenset({296}),0.13927440954467982,0.5989200647388246,0.08467609103539152,0.6079802550390786,1.0151275451160664,0.0012618526544303094,1.0231115662328618
frozenset({1387}),frozenset({296}),0.22406508257064695,0.5989200647388246,0.15944083988599092,0.7115827154180517,1.1881096615595217,0.025243766127068967,1.390623782629838
frozenset({1573}),frozenset({296}),0.14196708632320715,0.5989200647388246,0.09818244317449405,0.6915859564164649,1.1547216350449867,0.013155506643016526,1.3004593779223979
frozenset({1580}),frozenset({296}),0.3123934745556367,0.5989200647388246,0.20028931952620346,0.6411443766906607,1.070500746990751,0.01319059952135515,1.1176637879112683
frozenset({1584}),frozenset({296}),0.18353170340451738,0.5989200647388246,0.12261705266474741,0.6680973934758858,1.1155034416274363,0.012696232980087097,1.2084265907445808
frozenset({1639}),frozenset({296}),0.11869261948753204,0.5989200647388246,0.09314083558916628,0.7847230602147943,1.3102300397249074,0.02205344424167291,1.8630882418774446
frozenset({1641}),frozenset({296}),0.14049184319454588,0.5989200647388246,0.0976381787192598,0.6949740034662045,1.1603785619860085,0.013494794897905574,1.314904105941467
frozenset({1645}),frozenset({296}),0.10657557398415904,0.5989200647388246,0.08049384837938096,0.7552748286520629,1.261061155099923,0.01666359870921104,1.638899394990887
frozenset({1673}),frozenset({296}),0.12720033228777267,0.5989200647388246,0.10746358441112018,0.8448372930976241,1.410601084914459,0.031280753162527375,2.584899060271769
frozenset({1676}),frozenset({296}),0.11856371474813446,0.5989200647388246,0.08542087397413312,0.720463880164291,1.2029382927393972,0.014410686261504893,1.4348054036698403
frozenset({1729}),frozenset({296}),0.11717440811240493,0.5989200647388246,0.1071771294346811,0.9146803569245814,1.527216085711626,0.036999025342266095,4.700909671019595
frozenset({1732}),frozenset({296}),0.2447471318695484,0.5989200647388246,0.20485827640040677,0.8370201310861423,1.3975489891979953,0.058274308336455194,2.4609170318646183
frozenset({1923}),frozenset({296}),0.2080808948853464,0.5989200647388246,0.15256592045145304,0.7332048458149779,1.224211525013295,0.027942097415808803,1.5033254126610822
frozenset({1954}),frozenset({296}),0.15555937495524141,0.5989200647388246,0.11274867872642118,0.7247951385691925,1.2101700731720504,0.019581047807496893,1.4573868105960608
frozenset({1961}),frozenset({296}),0.2638536787980349,0.5989200647388246,0.18917486644036724,0.7169688416024319,1.197102725077487,0.031147604053071126,1.4170875656657793
frozenset({1968}),frozenset({296}),0.21717584038728713,0.5989200647388246,0.15047479912344777,0.6928708039306206,1.1568669088299217,0.020403830738985107,1.3058997333831228
frozenset({1997}),frozenset({296}),0.13714031997020867,0.5989200647388246,0.10315243701571206,0.7521671018276763,1.2558722709610326,0.021016347700851548,1.6183482427837148
frozenset({2019}),frozenset({296}),0.13646715077557686,0.5989200647388246,0.10123318867357023,0.7418136020151133,1.2385853232995312,0.019500273896338793,1.5534510663286494
frozenset({2028}),frozenset({296}),0.3850527793294089,0.5989200647388246,0.27379366648047093,0.7110549025442643,1.1872283872378513,0.04317783095663699,1.3880835452576519
frozenset({2115}),frozenset({296}),0.2148269095804867,0.5989200647388246,0.14696572566206906,0.68411227415161,1.1422430378082855,0.018301579068482343,1.2696914202157803
frozenset({2268}),frozenset({296}),0.1546283962818144,0.5989200647388246,0.10872398630745213,0.7031307891811782,1.1739977178553826,0.016113937195887218,1.3510324433945864
frozenset({2291}),frozenset({296}),0.22018361763989744,0.5989200647388246,0.16241997164095734,0.7376569309828922,1.2316450464964261,0.03054758510964134,1.5288375513935164
frozenset({2324}),frozenset({296}),0.20427104369870666,0.5989200647388246,0.14282645125252438,0.6992006731173748,1.1674357135159268,0.020484424536227716,1.333380428134005
frozenset({2355}),frozenset({296}),0.17432217591200103,0.5989200647388246,0.10525788109253928,0.6038123408101225,1.0081684958633523,0.0008528322099108504,1.0123483807680975
frozenset({2502}),frozenset({296}),0.22079949583924147,0.5989200647388246,0.1665019550552142,0.7540866632070576,1.2590773086486886,0.03426070671287587,1.63098081825014
frozenset({2762}),frozenset({296}),0.4094157750755525,0.5989200647388246,0.28447843710164855,0.694839951023264,1.1601547383894508,0.0392711145883026,1.3143264873828615
frozenset({2791}),frozenset({296}),0.1868545811312107,0.5989200647388246,0.13148283418553688,0.703663958301395,1.1748879353511839,0.019571876357686216,1.353463226957396
frozenset({2959}),frozenset({296}),0.4238817513857259,0.5989200647388246,0.33274610063163323,0.78499746578814,1.310688206998808,0.07887481465008789,1.865466082673973
frozenset({3052}),frozenset({296}),0.14980162992881593,0.5989200647388246,0.11375127114395794,0.7593460177837269,1.2678587051760577,0.024032069249010052,1.6666249673804658
frozenset({3081}),frozenset({296}),0.12107019579197639,0.5989200647388246,0.08735444506509689,0.7215189873417721,1.2046999755408263,0.014843075563424207,1.4402415857105841
frozenset({3114}),frozenset({296}),0.22531116171815696,0.5989200647388246,0.1417952133373437,0.6293306210666836,1.0507756512400703,0.006851837774725367,1.0820422674658805
frozenset({3527}),frozenset({296}),0.14395794840945875,0.5989200647388246,0.10607427777539065,0.7368421052631579,1.2302845548921089,0.019854973994329242,1.5241037539924662
frozenset({4011}),frozenset({296}),0.2228762944184248,0.5989200647388246,0.18994829487675274,0.8522588522588522,1.4229926536699065,0.05646321019492043,2.7147476609826655
frozenset({4226}),frozenset({296}),0.34391784471275727,0.5989200647388246,0.2710723442042997,0.7881892387139764,1.3160174205512511,0.06509304638409807,1.8935767608122975
frozenset({4993}),frozenset({296}),0.39681175611223307,0.5989200647388246,0.2774173219324253,0.6991156830896951,1.167293808055276,0.03975879927255996,1.333003791556006
frozenset({4995}),frozenset({296}),0.25964279064438045,0.5989200647388246,0.18410461335739556,0.7090688437775817,1.183912320731466,0.028599336375694118,1.3786077107346586
frozenset({5902}),frozenset({296}),0.10806513986164225,0.5989200647388246,0.09029060857359744,0.8355202120609675,1.3950446165554977,0.025568228011652525,2.438475512929547
frozenset({6016}),frozenset({296}),0.15644738538220254,0.5989200647388246,0.13383176499233734,0.8554426439622815,1.4283085411996015,0.04013228681100875,2.7745383995299693
frozenset({8368}),frozenset({296}),0.1633366275655624,0.5989200647388246,0.10465632564201721,0.6407400911960716,1.0698257228625054,0.006830742086229302,1.1164060487474845
frozenset({8665}),frozenset({296}),0.17092768444119796,0.5989200647388246,0.12194388347011559,0.7134238310708899,1.1911837206222131,0.019571863638935913,1.399557879358733
frozenset({8874}),frozenset({296}),0.16111660149815954,0.5989200647388246,0.128962030392873,0.800426704595964,1.336449973411747,0.03246606499309587,2.0096873905358392
frozenset({8961}),frozenset({296}),0.23569515461407353,0.5989200647388246,0.1636803735372893,0.6944579484686437,1.1595169194598296,0.02251781627720109,1.3126832566940938
